X,Y,numReview,avgReview,num,age,sex,job,zip
0.1528,0.35682,0.043236,0.73094,154,25,M,student,53703
0.003877,0.4708,0.0027894,0.33882,155,32,F,other,11217
0.10775,0.38898,0.02371,0.66253,156,25,M,educator,8360
0.071774,0.53876,0.043236,0.67869,157,57,M,engineer,70808
0.42485,0.56398,0.21339,0.68436,158,50,M,educator,27606
0.10427,0.67861,0.12134,0.57376,159,23,F,student,55346
0.2694,0.46612,0.13947,0.71788,160,27,M,programmer,66215
0.11731,0.43052,0.052999,0.31376,161,50,M,lawyer,55104
0.10412,0.56295,0.030683,0.62271,162,25,M,artist,15610
0.054121,0.45843,0.0041841,0.53659,163,49,M,administrator,97212
0.07456,0.649,0.059972,0.78015,164,47,M,healthcare,80123
0.082831,0.48398,0.013947,0.74255,165,20,F,other,53715
0.0064421,0.49315,0,0.60932,166,47,M,educator,55113
0.1273,0.41151,0.06834,0.55804,167,37,M,other,L9G2B
0.089087,0.64668,0.06834,0.54517,168,48,M,other,80127
0.098817,0.40815,0.02371,0.73455,169,52,F,other,53705
0.0037516,0.4956,0.0027894,0.67526,170,53,F,healthcare,30067
0.0057346,0.46032,0.011158,0.58394,171,48,F,educator,78750
0.05438,0.40387,0.0097629,0.50131,172,55,M,marketing,22207
9.44E-05,0.48197,0.032078,0.80452,173,56,M,other,22306
0.30224,0.59129,0.21897,0.61877,174,30,F,administrator,52302
0.14696,0.45374,0.025105,0.66464,175,26,F,scientist,21911
0.067556,0.53109,0.059972,0.65326,176,28,M,scientist,7030
0.29834,0.48858,0.1325,0.62927,177,20,M,programmer,19104
0.60383,0.74626,0.35286,0.6482,178,26,M,other,49512
0.0070741,0.48324,0.030683,0.46058,179,15,M,entertainment,20755
0.18717,0.4957,0.059972,0.72375,180,22,F,administrator,60202
0.10428,0.65397,0.5788,0,181,26,M,executive,21218
0.086851,0.50151,0.011158,0.70025,182,36,M,programmer,33884
0.11877,0.52871,0.046025,0.50234,183,33,M,scientist,27708
0.51477,0.30916,0.32218,0.64229,184,37,M,librarian,76013
0.11355,0.40838,0.039052,0.75489,185,53,F,librarian,97403
0.13135,0.61728,0.10042,0.56877,186,39,F,executive,0
0.19078,0.3662,0.050209,0.7637,187,26,M,educator,16801
0.33707,0.51648,0.12831,0.67382,188,42,M,student,29440
0.45713,0.23197,0.23291,0.73622,189,32,M,artist,95014
0.060154,0.60086,0.054393,0.54183,190,30,M,administrator,95938
0.0092258,0.46321,0.0097629,0.6329,191,33,M,administrator,95161
0.046979,0.48975,0.020921,0.59875,192,42,M,educator,90840
0.1825,0.57519,0.14086,0.49542,193,29,M,student,49931
0.63125,0.37361,0.39749,0.43581,194,38,M,administrator,2154
0.13589,0.47582,0.106,0.53284,195,42,M,scientist,93555
0.07544,0.4506,0.026499,0.62868,196,49,M,writer,55105
0.22685,0.57487,0.13668,0.54684,197,55,M,technician,75094
0.46426,0.48517,0.22455,0.52827,198,21,F,student,55414
0.036785,0.46958,0.027894,0.43168,199,30,M,writer,17604
0.54419,0.73543,0.27336,0.75215,200,40,M,programmer,93402
0.59273,0.44572,0.51046,0.45569,201,27,M,writer,E2A4H
0.048847,0.44811,0,0.38727,202,41,F,educator,60201
0.060496,0.55891,0.032078,0.57042,203,25,F,student,32301
0.044025,0.43974,0.030683,0.58042,204,52,F,librarian,10960
0.00569,0.47847,0.0027894,0.40611,205,47,M,lawyer,6371
0.006025,0.48329,0.061367,0.2013,206,14,F,student,53115
0.44906,0.50752,0.29289,0.51471,207,39,M,marketing,92037
0.1035,0.41189,0.018131,0.67975,208,43,M,engineer,1720
0.036222,0.4631,0.018131,0.50031,209,33,F,educator,85710
0.42813,0.44673,0.15621,0.76049,210,39,M,engineer,3060
0.071919,0.44849,0.02371,0.5025,211,66,M,salesman,32605
0.072275,0.39955,0.0069735,0.71886,212,49,F,educator,61401
0.41248,0.49416,0.14784,0.81069,213,33,M,executive,55345
0.33129,0.36311,0.15063,0.71248,214,26,F,librarian,11231
0.3241,0.44919,0.10181,0.6757,215,35,M,programmer,63033
0.36312,0.57089,0.15481,0.68379,216,22,M,engineer,2215
0.16115,0.60504,0.078103,0.4348,217,22,M,other,11727
0.15123,0.41483,0.046025,0.62524,218,37,M,administrator,6513
0.054096,0.44626,0.011158,0.65796,219,32,M,programmer,43212
0.0056339,0.47305,0.0027894,0.67526,220,30,M,librarian,78205
0.29824,0.64445,0.17573,0.62899,221,19,M,student,20685
0.67822,0.86864,0.51185,0.46102,222,29,M,programmer,27502
0.13118,0.64262,0.11855,0.45494,223,19,F,student,47906
0.17736,0.54874,0.16876,0.44438,224,31,F,educator,43512
0.097308,0.39833,0.0097629,0.89607,225,51,F,administrator,58202
0.1339,0.44134,0.041841,0.68334,226,28,M,student,92103
0.069776,0.49945,0.052999,0.5792,227,46,M,executive,60659
0.034833,0.45415,0.0013947,0.48878,228,21,F,student,22003
0.0056552,0.46334,0.013947,0.36753,229,29,F,librarian,22903
0.4167,0.50785,0.1576,0.69803,230,28,F,student,14476
0.038176,0.51868,0.0013947,0.64386,231,48,M,librarian,1080
0.25793,0.3601,0.10181,0.7139,232,45,M,scientist,99709
0.36472,0.31241,0.12552,0.84483,233,38,M,engineer,98682
0.73738,0.15309,0.64156,0.48287,234,60,M,retired,94702
0.24885,0.31992,0.10321,0.73625,235,37,M,educator,22973
0.30354,0.43557,0.14505,0.58735,236,44,F,writer,53214
0.17386,0.31048,0.039052,0.78573,237,49,M,administrator,63146
0.037245,0.53301,0.012552,0.52816,238,42,F,administrator,44124
0.39493,0.14866,0.19386,0.80586,239,39,M,artist,95628
0.0043486,0.47309,0.0055788,0.66853,240,23,F,educator,20784
0.0042137,0.47591,0.0041841,0.57521,241,26,F,student,20001
0.021944,0.4775,0,0.87578,242,33,M,educator,31404
0.1707,0.40622,0.085077,0.63655,243,33,M,educator,60201
0.48314,0.59864,0.30404,0.6393,244,28,M,technician,80525
0.038301,0.50693,0.0027894,0.52723,245,22,M,student,55109
0.35122,0.63538,0.24407,0.42523,246,19,M,student,28734
0.065229,0.49831,0.0083682,0.71978,247,28,M,engineer,20770
0.17536,0.49914,0.050209,0.61566,248,25,M,student,37235
0.44889,0.5865,0.19665,0.77381,249,25,M,student,84103
0.27744,0.52595,0.14226,0.67945,250,29,M,executive,95110
0.18652,0.6213,0.079498,0.68103,251,28,M,doctor,85032
0.039876,0.46844,0.0013947,0.86944,252,42,M,engineer,7733
0.29689,0.50011,0.10739,0.73645,253,26,F,librarian,22903
0.31425,0.53832,0.19386,0.46138,254,44,M,educator,42647
0.083501,0.5611,0.087866,0.31093,255,23,M,entertainment,7029
0.4169,0.82543,0.26081,0.73969,256,35,F,none,39042
0.076125,0.43585,0.051604,0.75294,257,17,M,student,77005
0.0032964,0.48947,0.0041841,0.66532,258,19,F,student,77801
0.1216,0.50366,0.036262,0.70393,259,21,M,student,48823
0.0045267,0.48493,0.0055788,0.75489,260,40,F,artist,89801
0.013779,0.51411,0.0097629,0.77545,261,28,M,administrator,85202
0.32183,0.53789,0.19526,0.49644,262,19,F,student,78264
0.38058,0.37436,0.14365,0.75699,263,41,M,programmer,55346
0.31454,0.37473,0.13947,0.8067,264,36,F,writer,90064
0.064837,0.60671,0.036262,0.61383,265,26,M,executive,84601
0.027831,0.45166,0.0041841,0.52372,266,62,F,administrator,78756
0.51064,0.60314,0.23013,0.72335,267,23,M,engineer,83716
0.56212,0.6057,0.42957,0.42933,268,24,M,engineer,19422
0.54073,0.1943,0.42259,0.44923,269,31,F,librarian,43201
0.27323,0.57198,0.16457,0.84124,270,18,F,student,63119
0.63748,0.28407,0.35983,0.61901,271,51,M,engineer,22932
0.21946,0.37841,0.043236,0.84124,272,33,M,scientist,53706
0.0071649,0.45267,0.0027894,0.63489,273,50,F,other,10016
0.15305,0.59442,0.07113,0.75923,274,20,F,student,55414
0.22908,0.54494,0.1046,0.48076,275,38,M,engineer,92064
0.87798,0.84234,0.69456,0.58423,276,21,M,student,95064
0.081441,0.55691,0.04742,0.59452,277,35,F,administrator,55406
0.036449,0.45173,0.0041841,0.81979,278,37,F,librarian,30033
0.56686,0.63921,0.57741,0.52562,279,33,M,programmer,85251
0.50507,0.71388,0.33194,0.61747,280,30,F,librarian,22903
0.0031667,0.49331,0.0083682,0.50342,281,15,F,student,6059
0.0072391,0.47854,0.0027894,0.59452,282,22,M,administrator,20057
0.17268,0.48735,0.046025,0.78165,283,28,M,programmer,55305
0.004319,0.46792,0.037657,0.61026,284,40,M,executive,92629
0.070154,0.45678,0.016736,0.72405,285,25,M,programmer,53713
0.51314,0.62803,0.37378,0.65723,286,27,M,student,15217
0.14336,0.58907,0.058577,0.77598,287,21,M,salesman,31211
0.20861,0.40107,0.076709,0.70702,288,34,M,marketing,23226
0.045049,0.53941,0.0097629,0.42455,289,11,M,none,94619
0.3908,0.57995,0.18131,0.55109,290,40,M,engineer,93550
0.5582,0.82983,0.38494,0.64953,291,19,M,student,44106
0.36149,0.39476,0.14505,0.8094,292,35,F,programmer,94703
0.70829,0.44277,0.51325,0.45564,293,24,M,writer,60804
0.1474,0.7087,0.18131,0.58465,294,34,M,technician,92110
0.56278,0.50679,0.24547,0.81355,295,31,M,educator,50325
0.34634,0.37417,0.17713,0.79492,296,43,F,administrator,16803
0.43157,0.50023,0.23989,0.57601,297,29,F,educator,98103
0.41102,0.3897,0.14923,0.75188,298,44,M,executive,1581
0.50744,0.28437,0.36262,0.58394,299,29,M,doctor,63108
0.012642,0.49134,0,0.66853,300,26,F,programmer,55106
0.64167,0.71858,0.35565,0.60259,301,24,M,student,55439
0.0059869,0.47758,0.0013947,0.2773,302,42,M,educator,77904
0.84688,0.6885,0.64714,0.55476,303,19,M,student,14853
0.018225,0.51341,0.0083682,0.56036,304,22,F,student,71701
0.45477,0.32374,0.28173,0.56784,305,23,M,programmer,94086
0.031481,0.45088,0.016736,0.67779,306,45,M,other,73132
0.33661,0.46607,0.12831,0.68175,307,25,M,student,55454
0.86548,0.31331,0.5258,0.67096,308,60,M,retired,95076
0.0033678,0.46457,0,0.59452,309,40,M,scientist,70802
0.033931,0.47928,0.0013947,0.70025,310,37,M,educator,91711
0.72862,0.46184,0.38215,0.68213,311,32,M,technician,73071
0.55353,0,0.28312,0.8554,312,48,M,other,2110
0.65546,0.35082,0.33752,0.62277,313,41,M,marketing,60035
0.3749,0.83003,0.31381,0.64708,314,20,F,student,8043
0.24519,0.37176,0.093445,0.74595,315,31,M,educator,18301
0.17638,0.3464,0.076709,0.55307,316,43,F,other,77009
0.0059769,0.49587,0.0027894,0.60797,317,22,M,administrator,13210
0.38008,0.42228,0.21478,0.65577,318,65,M,retired,6518
0.0051212,0.4701,0.0041841,0.58808,319,38,M,programmer,22030
0.3334,0.75847,0.18689,0.65988,320,19,M,student,24060
0.30748,0.15253,0.14644,0.66439,321,49,F,educator,55413
0.15413,0.36864,0.043236,0.7948,322,20,M,student,50613
0.18337,0.54749,0.096234,0.62945,323,21,M,student,19149
0.062896,0.58464,0.064156,0.84573,324,21,F,student,2176
0.31131,0.24921,0.17015,0.56741,325,48,M,technician,2139
0.47305,0.33802,0.23291,0.54306,326,41,M,administrator,15235
0.55624,0.44156,0.3682,0.53926,327,22,M,student,11101
0.5432,0.55668,0.36681,0.57412,328,51,M,administrator,6779
0.12327,0.46656,0.062762,0.56491,329,48,M,educator,1720
0.48732,0.59073,0.17713,0.88958,330,35,F,educator,33884
0.12695,0.38164,0.069735,0.63681,331,33,M,entertainment,91344
0.39335,0.89674,0.22734,0.78785,332,20,M,student,40504
0.075031,0.45617,0.0083682,0.697,333,47,M,other,V0R2M
0.58427,0.35568,0.43654,0.6003,334,32,M,librarian,30002
0.0049481,0.48832,0.0027894,0.60797,335,45,M,executive,33775
0.20703,0.61657,0.15342,0.4351,336,23,M,salesman,42101
0.090799,0.53078,0.019526,0.72513,337,37,M,scientist,10522
0.20419,0.23615,0.076709,0.74255,338,39,F,librarian,59717
0.67353,0.26645,0.32636,0.74372,339,35,M,lawyer,37901
0.15975,0.46947,0.033473,0.78965,340,46,M,engineer,80123
0.0050522,0.47476,0.0013947,0.68616,341,17,F,student,44405
0.36681,0.36699,0.25244,0.5761,342,25,F,other,98006
0.60743,0.35875,0.30265,0.7388,343,43,M,engineer,30093
0.40538,0.50762,0.2371,0.64438,344,30,F,librarian,94117
0.45131,0.59231,0.29568,0.63791,345,28,F,librarian,94143
0.42859,0.6477,0.24128,0.53239,346,34,M,other,76059
0.46774,0.7704,0.24965,0.61609,347,18,M,student,90210
0.075611,0.62447,0.052999,0.71192,348,24,F,student,45660
0.047125,0.50631,0.029289,0.50425,349,68,M,retired,61455
0.19572,0.36233,0.041841,0.83729,350,32,M,student,97301
0.00028741,0.50387,0.033473,0.78965,351,61,M,educator,49938
0.16839,0.48817,0.030683,0.66501,352,37,F,programmer,55105
0.0056679,0.47866,0.0069735,0.55307,353,25,M,scientist,28480
0.4201,0.14538,0.29707,0.66631,354,29,F,librarian,48197
0.0043174,0.47256,0.0083682,0.76532,355,25,M,student,60135
0.0057912,0.49125,0.0055788,0.61919,356,32,F,homemaker,92688
0.10291,0.67375,0.078103,0.78151,357,26,M,executive,98133
0.068307,0.39732,0.032078,0.65304,358,40,M,educator,10022
0.053429,0.54147,0.0097629,0.72062,359,22,M,student,61801
0.25009,0.34798,0.11437,0.73094,360,51,M,other,98027
0.30299,0.3335,0.14086,0.67649,361,22,M,student,44074
0.0050662,0.4957,0.0069735,0.55307,362,35,F,homemaker,85233
0.54926,0.62798,0.40586,0.46267,363,20,M,student,87501
0.0073213,0.46506,0,0.57971,364,63,M,engineer,1810
0.055887,0.51104,0.052999,0.55878,365,29,M,lawyer,20009
0.077589,0.47671,0.018131,0.85918,366,20,F,student,50670
0.11613,0.51656,0.052999,0.78849,367,17,M,student,37411
0.08902,0.49924,0.034868,0.53201,368,18,M,student,92113
0.047681,0.46871,0.0027894,0.74255,369,24,M,student,91335
0.20297,0.3471,0.076709,0.65176,370,52,M,writer,8534
0.21718,0.46875,0.043236,0.77158,371,36,M,engineer,99206
0.11951,0.50839,0.064156,0.83227,372,25,F,student,66046
0.5794,0.47326,0.29707,0.66377,373,24,F,other,55116
0.52411,0.76606,0.35425,0.53833,374,36,M,executive,78746
0.06437,0.46866,0.011158,0.64739,375,17,M,entertainment,37777
0.070868,0.43382,0.013947,0.6636,376,28,F,other,10010
0.072992,0.49432,0.018131,0.71564,377,22,M,student,18015
0.70512,0.66154,0.49512,0.57202,378,35,M,student,2859
0.57012,0.33122,0.24547,0.73953,379,44,M,programmer,98117
0.36053,0.34127,0.19805,0.50497,380,32,M,engineer,55117
0.2683,0.35686,0.14923,0.6866,381,33,M,artist,94608
0.11492,0.40325,0.046025,0.58614,382,45,M,engineer,1824
0.19704,0.24709,0.07113,0.85514,383,42,M,administrator,75204
0.0065829,0.48222,0.0027894,0.78292,384,52,M,programmer,45218
0.45291,0.18445,0.36402,0.53393,385,36,M,writer,10003
0.051777,0.52952,0.0041841,0.63957,386,36,M,salesman,43221
0.61482,0.4659,0.39609,0.55361,387,33,M,entertainment,37412
0.074247,0.58282,0.04463,0.79379,388,31,M,other,36106
0.59358,0.21118,0.35007,0.65515,389,44,F,writer,83702
0.034033,0.47389,0.015342,0.6948,390,42,F,writer,85016
0.33779,0.3385,0.14086,0.67404,391,23,M,student,84604
0.19102,0.3555,0.12692,0.75589,392,52,M,writer,59801
0.61196,0.9135,0.59693,0.54627,393,19,M,student,83686
0.42881,0.73281,0.17992,0.70082,394,25,M,administrator,96819
0.15276,0.52902,0.051604,0.71139,395,43,M,other,44092
0.062471,0.60663,0.04742,0.5671,396,57,M,engineer,94551
0.24017,0.36488,0.11437,0.65547,397,17,M,student,27514
0.49858,0.33571,0.21199,0.65648,398,40,M,other,60008
0.49503,0.73418,0.41702,0.42792,399,25,M,other,92374
0.0040286,0.48504,0.0027894,0.62143,400,33,F,administrator,78213
0.31406,0.40935,0.1855,0.48131,401,46,F,healthcare,84107
0.17133,0.49594,0.066946,0.71207,402,30,M,engineer,95129
0.097603,0.6118,0.041841,0.64781,403,37,M,other,6811
0.015608,0.50913,0.033473,0.5205,404,29,F,programmer,55108
0.63465,0.46451,1,0.10141,405,22,F,healthcare,10019
0.72911,0.23686,0.44909,0.60404,406,52,M,educator,93109
0.5647,0.47645,0.28731,0.58535,407,29,M,engineer,3261
0.0073439,0.48429,0.0097629,0.66579,408,23,M,student,61755
0.42116,0.1207,0.25523,0.6215,409,48,M,administrator,98225
0.0050184,0.46577,0.011158,0.45706,410,30,F,artist,94025
0.21156,0.49604,0.052999,0.67619,411,34,M,educator,44691
0.17531,0.45615,0.043236,0.72513,412,25,M,educator,15222
0.057833,0.50414,0.041841,0.64189,413,55,M,educator,78212
0.020958,0.48756,0.0069735,0.70702,414,24,M,programmer,38115
0.073581,0.4367,0.0055788,0.79189,415,39,M,educator,85711
0.88509,0.79304,0.65969,0.69691,416,20,F,student,92626
0.65133,0.68253,0.48117,0.51949,417,27,F,other,48103
0.005768,0.4761,0,0.41688,418,55,F,none,21206
0.099772,0.41368,0.016736,0.80731,419,37,M,lawyer,43215
0.060013,0.39238,0.022315,0.79189,420,53,M,educator,2140
0.206,0.42403,0.058577,0.69957,421,38,F,programmer,55105
0.12722,0.55144,0.10739,0.58383,422,26,M,entertainment,94533
0.039142,0.52358,0.061367,0.61765,423,64,M,other,91606
0.043188,0.4745,0.033473,0.55414,424,36,F,marketing,55422
0.32572,0.61114,0.25662,0.43342,425,19,M,student,58644
0.24946,0.20796,0.11297,0.69272,426,55,M,educator,1602
0.0020611,0.47209,0.015342,0.90491,427,51,M,doctor,85258
0.0029079,0.49064,0.048815,0.72102,428,28,M,student,55414
0.8329,0.50269,0.54951,0.56305,429,27,M,student,29205
0.12686,0.47787,0.062762,0.61046,430,38,M,scientist,98199
0.0026874,0.48113,0.0013947,0.55927,431,24,M,marketing,92629
0.097439,0.64732,0.058577,0.6566,432,22,M,entertainment,50311
0.064891,0.44122,0.029289,0.59813,433,27,M,artist,11211
0.057686,0.5645,0.033473,0.65508,434,16,F,student,49705
0.70361,0.76082,0.5007,0.54022,435,24,M,engineer,60007
